id,price,bedrooms,bathrooms,sqft.living
3068,2225000,3,4,4200
3069,1265000,4,3,3130
3070,1272500,4,1.75,2040
3073,1328000,4,2.25,3260
3086,998500,3,1.75,2140
3087,885000,3,1.5,2200
3088,1025000,3,1,2050
3090,2048000,5,4,4690
3092,1225000,6,2.25,2930
3099,2140000,6,4,5110
3102,1234000,4,3,2660
3108,856000,3,1.5,1480
3113,294000,3,3,1670
3117,243000,3,1.75,1200
3122,2152500,4,3.25,3840
3125,1295000,3,2.75,3450
3126,1695000,3,4,3910
3128,1220000,3,3.25,3960
3134,1400000,4,2.5,3520
3143,875000,2,2.5,2720
3153,578000,3,1.5,1660
3158,783000,4,2.75,2080
3160,860000,3,1.75,1860
3161,543115,2,1,1380
3162,604000,4,1.75,1490
3163,565000,3,1.75,1130
3167,1115000,4,2.5,3690
3171,1445000,4,3.5,3470
3172,650000,3,1.5,2120
3175,676000,3,2,1730
3177,525000,4,2.5,2303
3178,524000,3,2.25,1370
3184,441000,3,1.5,1540
3188,361000,3,1.5,1200
3196,355000,2,1,900
3201,425000,2,1,770
3204,390000,3,2.25,2420
3207,4.00E+05,6,2.5,3060
3209,410000,5,2.75,2910
3211,392000,4,2.25,2360
3212,320000,3,2.25,1580
3214,440000,4,2.5,2410
3222,315500,3,2,1160
3224,335000,4,2.75,2190
3228,325000,4,2.5,2040
3229,332000,4,2.5,2470
3232,4.00E+05,2,2,1050
3237,240000,3,1.5,1460
3241,408506,3,2.75,2480
3246,426500,4,2.75,2100
3247,472000,3,2.5,1860
3250,415000,3,2.25,1510
3254,183000,3,1,1170
3257,220000,2,1,580
3258,265000,4,1.75,1970
3263,430000,3,2.5,2000
3264,449000,4,1.75,2350
3267,494000,4,2.25,1790
3270,180000,2,1,800
3275,273000,3,1.75,2050
3278,190000,3,1.75,1390
3281,309950,4,1.75,1450
3285,220000,3,1.75,1230
3288,247500,3,0.75,1300
3297,991500,4,3,3820
3304,736000,3,2.25,2470
3306,875000,4,2.5,3230
3312,455850,3,2.25,1820
3313,419000,3,2.25,1760
3315,550000,3,1.75,1890
3317,356000,4,2,1600
3318,250000,3,1,1040
3319,279000,3,1,1110
3321,469000,4,1.75,2960
3322,215000,3,1,1060
3323,335000,5,3,2660
3326,310000,5,2,2730
3331,255000,3,1,1010
3332,288000,3,1,1190
3333,144000,3,1,1250
3334,145600,3,1,1170
3335,195000,3,1.5,1430
3341,280000,2,1,1150
3343,263000,3,1,1250
3347,320000,4,1.75,1820
3348,205000,3,1,1610
3349,320000,4,1.5,2020
3351,312000,4,1,1730
3352,449000,3,2.25,1960
3357,1060000,5,4.5,4140
3358,450000,3,1.5,1340
3360,520000,4,2.5,2410
3383,440000,4,2.25,2080
3384,435000,3,2,2040
3387,428000,3,2.25,2600
3392,199950,3,3,1530
3393,189950,2,1,1030
3396,380000,3,2.5,2280
3412,330000,3,2.25,2300
3413,310000,2,1,750
3416,360000,3,1.5,1060
3417,280000,3,1,1350
3418,219950,3,1,1020
3419,455000,2,1,1140
3421,570000,4,2.5,2640
3422,487600,4,2.5,2340
3424,275000,2,1.5,1160
3425,284900,2,1.5,1160
3426,855000,4,2.25,2480
3427,9.00E+05,5,2.25,2510
3434,280000,2,1,1310
3436,228950,3,1,1120
3437,175000,2,1,620
3440,122000,2,1,760
3442,225000,3,1,660
3444,170000,2,1,1240
3448,212000,2,1,790
3452,276500,4,1.75,1400
3453,309000,3,1,1140
3455,352000,5,2.5,2900
3462,201000,3,1,900
3463,179500,3,1,900
3464,208000,3,1,1300
3465,208000,3,1,990
3466,237950,3,1.75,1310
3467,208000,3,1,920
3473,328500,3,2.25,1390
3475,303697,4,2,2520
3476,442500,3,1,1120
3477,342000,2,2,1320
3482,1.00E+06,3,1,1540
3484,338500,2,1,720
3489,430000,2,1,1460
3493,985000,5,3.5,3890
3498,397500,3,1.25,1510
3501,645000,4,2,2780
3505,3.00E+05,3,2,1451
3509,620000,5,2.5,3070
3513,7.00E+05,3,2.5,3110
3514,545000,4,1.75,2040
3519,353000,3,2,1210
3521,310000,7,1.5,2660
3524,347950,5,2.25,1700
3527,646000,3,2.75,2460
3529,406250,4,3.25,2550
3538,303000,3,2.25,1340
3556,384000,3,2.5,1540
3557,467000,5,2,2080
3561,718000,4,2.75,2930
3563,615000,4,1.5,1980
3565,275900,3,1.75,1380
3568,750000,3,2.5,3280
3571,567000,3,2.25,1800
3573,389950,3,2.5,2170
3574,350900,4,2.5,2540
3575,379000,4,2.5,2570
3579,392500,3,1,930
3585,325000,3,2.5,1570
3587,325000,3,2.75,1580
3590,204000,3,1,1040
3591,729000,3,4.25,3300
3597,84000,2,1,700
3598,220000,4,2,1700
3600,895000,3,2,2160
3603,356000,3,1.5,1680
3606,749700,3,1.75,2280
3607,475000,5,3.5,2780
3608,3.00E+05,3,1.5,1630
3611,240000,2,1,1320
3613,625000,5,2.75,2910
3619,496000,3,1.5,2520
3625,639900,3,2.5,2330
3627,689000,4,2.5,2110
3633,369500,3,1.75,1300
3638,925000,4,2.5,2910
3645,815000,5,2.25,3410
3646,1900000,5,4.5,5160
3649,442500,5,3.25,4240
3651,1295000,4,3.5,3790
3660,496500,3,2.5,2260
3665,365000,2,1,870
3669,720000,4,2.5,3450
3681,315000,4,2.5,1700
3684,269950,2,1.75,1320
3686,276900,3,2.5,1620
3693,258500,3,2,1460
3696,269000,3,1.75,1530
3698,251000,3,2,1650
3700,239000,3,1,1200
3701,252000,3,1.5,1400
3702,240000,3,1.75,1760
3703,294000,3,1.75,1530
3708,252000,3,2,1370
3710,260000,3,1.75,1360
3711,274000,3,1.75,1590
3715,295000,3,1.75,1060
3717,190000,4,1.75,1900
3719,270500,3,2.5,1780
3722,315000,3,1.75,1890
3725,245000,3,2.25,1700
3726,245000,3,2.5,1530
3727,237500,3,2,1350
3728,760000,3,2.5,2280
3729,830000,4,2.25,3010
3735,585000,3,2,2220
3742,352000,5,2.75,2980
3746,203000,3,1,920
3751,675000,3,2,1510
3761,382000,3,2.25,1800
3762,285000,2,1,890
3764,450000,4,2.5,1900
3765,395000,3,2.5,1960
3771,557500,3,2,2510
3778,395000,3,2.5,2300
3779,397500,4,3,2350
3781,372400,3,2.5,2720
3783,650000,5,2.75,2580
3786,605000,6,2,2610
3788,594000,4,1.75,2140
3789,635000,5,2.25,2180
3796,875000,3,2.5,2520
3800,781500,4,2.5,3440
3802,225000,3,2.25,1590
3805,272000,4,2.25,1800
3808,364950,4,2.5,1930
3809,308000,4,2.5,2020
3812,380500,3,2.5,1900
3813,470000,3,1,1460
3816,505000,3,2,1110
3817,721000,4,2,2280
3822,320000,3,2,1420
3827,592500,6,4.5,3500
3828,682500,6,4.5,3500
3831,467000,3,2,1840
3832,395900,3,1.75,1880
3833,325000,2,2,1040
3834,1950000,4,2.5,3440
3838,365000,2,1,770
3841,396000,4,1,1040
3842,260000,3,1,1200
3844,360000,3,1.75,1810
3845,479000,4,2.25,2270
3846,333500,3,1.5,2230
3847,246000,3,1,990
3851,6.00E+05,3,2.25,2240
3855,262000,3,2.5,1970
3857,315000,3,1,1170
3859,250000,1,1,660
3861,339900,4,1.5,1570
3863,299000,3,1,1510
3864,775000,5,3.5,3730
3865,8.00E+05,4,2.5,2900
3868,441000,2,1,1150
3869,450000,3,1,1430
3871,316000,2,2,860
3873,423500,3,2,1770
3877,539000,3,2.75,2130
3878,525000,3,2.75,2130
3879,532000,3,3.75,2260
3880,360500,3,1,970
3882,265000,5,1.75,1580
3886,255000,3,2.5,2555
3888,225800,4,1,1100
3889,246000,4,1.5,2120
3890,253750,4,1,1380
3891,325000,6,2,2780
3892,6.00E+05,4,2.5,3870
3896,550000,4,2.5,3148
3901,210000,2,1,750
3904,330000,4,3,1920
3909,1700000,4,3.5,4070
3911,313500,5,3,2240
3914,920000,4,3.75,4030
3915,823000,5,1.75,2640
3919,625000,3,1.75,1780
3921,499922,3,2,1460
3932,355000,3,1,1890
3937,540000,3,2.25,2000
3940,5.00E+05,4,2.25,2060
3946,439950,3,1.75,1720
3952,385000,2,1.5,1370
3953,583500,4,1.75,2860
3954,1920000,5,5.75,7730
3957,875000,6,3.5,4430
3961,188000,3,1.5,1140
3962,235000,3,1.5,1300
3964,255000,3,1,1140
3972,1280000,4,3.25,3080
3977,2328000,4,3.5,4420
3984,433495,4,2.25,3010
3988,260000,3,2.5,1600
3994,186375,3,1,1000
3996,715000,3,2.5,2770
4003,339000,4,1.5,2390
4005,206000,3,1,1320
4006,240000,3,1.75,1100
4009,285000,4,2.25,1970
4010,853800,7,4,2960
4013,230000,3,1.75,1720
4014,220000,3,1.75,1720
4016,234975,3,1.75,1650
4021,203000,3,1.75,1610
4023,259000,3,2.5,2153
4028,648000,4,2.25,2170
4032,848000,3,2.75,2170
4035,605000,3,2.5,1500
4037,1125000,5,3.25,3080
4039,450000,2,1,1010
4040,535000,4,1,1610
4042,234000,3,1,1040
4043,133000,3,1,980
4044,740000,4,2.75,2890
4047,479000,2,2.5,1730
4053,420000,1,2,1070
4055,651100,4,2.5,2310
4056,645000,3,2.5,2490
4057,652100,3,2.5,2380
4062,465000,3,1,1210
4069,535000,2,1,1390
4070,350000,3,1,1050
4072,467500,3,1,1700
4078,442000,5,3,2560
4080,349990,3,1,1350
4081,530000,3,3,2450
4086,265953,3,1.75,1470
4087,383000,4,2.5,2640
4089,3.00E+05,2,1.5,1300
4091,302100,3,1,1790
4094,230000,2,0.75,900
4095,89950,1,1,570
4105,4.00E+05,3,2.75,2220
4108,340500,3,2,2270
4116,1075000,2,3.25,1550
4118,1452000,2,3.25,2070
4121,415000,4,2.5,2400
4122,2350000,6,4.25,5550
4127,550000,4,3.5,2770
4130,1100000,4,2.5,2570
4138,655000,4,2.75,2890
4139,380000,2,1,1140
4146,970000,4,3,3510
4149,354000,3,1.75,1340
4154,530000,3,2.25,1680
4161,935000,2,2.5,1680
4162,2.00E+06,4,3.75,2870
4163,3065000,5,3,4150
4168,142500,1,1,690
4170,662500,3,2.5,3560
4171,525000,4,1.75,2120
4172,475000,3,1.75,1320
4174,577000,4,2.25,2360
4179,725000,3,1,1000
4182,463828,5,1.75,3250
4185,353500,4,2.5,3250
4192,324950,4,2.5,2110
4193,313200,3,2.5,1950
4194,332000,4,2.5,2300
4195,324500,4,2.5,2110
4198,290000,3,2.25,1610
4199,327000,4,2.5,2110
4201,309000,3,2.5,1950
4214,917500,4,2.5,3880
4215,1211000,4,2.5,3430
4220,253000,3,2.25,1440
4224,350000,3,1.75,1830
4225,484000,3,1.75,1950
4238,380000,3,1,1160
4240,335000,3,1,1120
4241,332900,3,1.5,1190
4246,325000,3,1,1300
4252,562000,3,2,2510
4255,205000,2,1.5,830
4256,464950,4,2.5,1640
4259,313500,2,1.5,1270
4261,389950,3,2.25,1580
4262,308000,3,2.5,1250
4264,350000,5,3,2320
4266,229000,1,1,600
4272,299999,3,2.25,1350
4276,290000,3,1,960
4277,250000,3,2.25,1050
4280,399950,4,2.75,1920
4282,705000,5,3.5,3250
4284,395000,6,2.25,2950
4286,419950,4,1.75,1870
4290,469500,4,2.75,1930
4292,580000,3,2.75,2660
4293,585000,6,3,3870
4294,550000,4,2.25,2590
4296,510000,3,2.25,2370
4300,615000,3,2.5,2980
4302,440000,1,1,1160
4303,455000,4,1.75,3060
4305,712000,4,2.5,3140
4306,390000,3,2.5,1410
4307,410988,3,1.75,1000
4308,310000,5,2,2900
4310,474000,4,2.25,1960
4311,432000,4,1,1750
4312,315500,3,1,1300
4313,414250,4,1.75,1640
4314,344000,3,1,1150
4315,396000,3,1,1500
4316,469500,3,2.25,1850
4319,425000,4,2.5,1930
4325,464000,4,2.25,2220
4326,395000,3,2.5,1630
4328,484000,4,1.75,2440
4331,365000,3,1.75,1830
4334,357823,3,1.5,1240
4337,495000,4,3.5,3170
4345,718000,5,3,3070
4346,590000,4,2.25,2530
4348,730000,5,3,2500
4359,683000,5,1.5,1720
4362,390000,2,1,1080
4363,690000,3,2.5,2590
4365,575000,3,1.75,1580
4371,420000,4,1.75,1320
4372,369000,2,1,1320
4373,524000,4,2.25,2190
4376,550000,3,2.25,2120
4378,456500,4,2.5,2580
4380,359950,3,2,1790
4382,470000,4,2.5,2700
4388,299800,4,2.5,2410
4393,353000,2,1,1100
4395,390000,3,2.5,1640
4396,282000,2,1,1150
4397,222000,2,1,830
4401,195000,3,1,1260
4402,198500,2,1,1050
4404,172000,3,1,1350
4407,185000,3,1,840
4410,199950,3,1,840
4411,185000,2,1,1122
4415,321027,4,2.25,2820
4416,865000,2,1,1470
4418,750000,2,1.5,1110
4419,710000,3,1,1400
4420,1190000,3,1.5,2540
4431,637000,3,2.25,2200
4437,675000,4,3.5,3090
4439,270000,3,1.75,2840
4440,399950,3,2.5,2000
4448,255000,3,1.75,1240
4449,257000,3,1.75,1540
4456,260000,3,2.25,1610
4457,255000,3,2,1490
4466,259000,3,1.75,1260
4467,279900,4,2.5,1770
4469,570000,2,1,1060
4470,655100,1,1,1220
4474,665000,5,2.75,2670
4480,965000,4,3.5,3290
4483,795000,3,2.75,1820
4490,6.00E+05,2,2.25,2320
4493,3.00E+05,3,1,1380
4494,680000,3,3.5,3650
4496,243000,3,1.75,1320
4497,511000,4,3.5,3100
4503,5.00E+05,3,2,3040
4505,455000,3,1.5,1380
4512,225000,3,1,1000
4514,2.00E+05,2,1,1010
4515,385000,4,2,2340
4517,326000,6,1.5,1930
4519,312500,4,1.75,2280
4521,288250,3,1.75,2110
4522,298000,2,1,850
4525,609000,4,3.5,3990
4526,250000,3,1.5,2390
4528,492000,2,1.75,1300
4538,880000,4,2,2530
4539,835000,3,1,3060
4540,1650000,4,3.25,4200
4541,985000,5,4.25,4650
4543,560000,4,2,1380
4545,964000,3,2.5,3630
4549,590000,3,1.75,1560
4552,460000,4,1.75,1870
4554,383900,3,1.5,1600
4555,445000,4,2.75,2320
4557,441000,3,2.5,1890
4567,8.00E+05,4,2.5,3100
4572,746500,4,2.5,3460
4575,670000,5,3,2520
4578,807100,4,2.5,2680
4580,404000,3,1,1420
4581,465000,3,1.75,1730
4587,299950,3,1,1030
4588,450000,3,1.75,1540
4589,435000,3,2,1270
4591,460000,3,2.25,1620
4595,346000,5,1,1790
4602,234000,3,1.5,1200
4603,372000,4,2.75,2610
4604,348000,3,2.25,2570
4606,380000,3,2.25,2530
4610,295000,3,2.5,2030
4613,2.00E+05,2,1.5,1360
4615,355000,4,1,1410
4616,775000,3,2.5,3550
4617,875000,3,2.75,3270
4618,680000,4,2.5,3140
4620,1150000,4,3.75,5300
4630,889950,5,3.5,3700
4633,878000,4,2.5,3810
4637,370000,4,2.5,2320
4640,1164000,3,3.5,3620
4645,675000,4,2.5,2990
4648,360000,4,3,2483
4656,605000,3,3.25,2200
4658,320000,2,1,820
4659,475000,3,1.75,1520
4662,775000,3,2.5,2480
4663,505000,2,1,1070
4666,721000,4,2.75,2690
4670,385000,3,2,1320
4673,579950,3,2.5,1810
4692,232000,3,1,840
4693,205000,3,1,1120
4695,840000,3,1.75,2020
4702,455000,2,1,1430
4704,6.00E+05,3,1.75,2040
4707,542000,4,1,1540
4710,635000,5,1.75,2240
4711,805000,4,1.75,2360
4712,160000,2,1,1020
4713,1210000,3,1.75,1900
4715,733000,5,2.75,2880
4717,719000,4,2.5,2570
4718,760000,4,2.5,3520
4720,330000,3,2.5,2040
4723,756000,3,2.5,3560
4733,815000,3,1.5,1940
4735,639000,3,2.25,1400
4736,195000,2,1,820
4738,323800,3,2.5,2060
4739,349000,4,2.5,2190
4740,325000,3,2.5,2260
4741,855000,4,3,3090
4743,349000,3,2.5,2550
4745,236775,3,2.5,1830
4749,128000,3,1,1400
4755,212000,1,1,620
4758,550000,3,2.5,1930
4761,390000,5,1.75,1940
4765,555000,2,2.25,1370
4768,122000,2,1,860
4769,216500,3,1,1170
4777,246000,5,1.75,2030
4779,275000,4,2.25,2400
4780,193000,2,1.75,1280
4782,4.00E+05,4,2.5,3030
4785,399000,3,1.75,2170
4787,1160000,4,3.75,3560
4788,480000,2,1.5,1008
4789,140000,2,1,1080
4790,282510,4,1,1450
4793,250000,2,2,1130
4795,255000,3,1,1010
4797,175000,3,1,1460
4798,330000,3,2.5,2410
4801,411000,4,1.75,2250
4802,310000,3,1,1020
4805,1250000,5,3.25,3930
4806,754000,5,3.5,3020
4813,775000,4,3.5,3970
4815,365000,3,1.75,1820
4816,629000,5,2,2050
4817,565000,2,1.75,1720
4821,1295000,5,3.75,3490
4823,1288000,5,4,4050
4828,873000,3,2.25,2720
4830,460000,4,2,1960
4834,1557600,4,2.5,2700
4835,2998000,5,4,6670
4838,2200000,5,4.25,4640
4840,960000,3,2.5,1730
4842,835000,3,2.5,2720
4844,465000,2,1.5,1450
4845,372500,2,1,880
4846,305000,2,1,1210
4850,803000,2,1,1440
4854,257000,3,1.75,1850
4858,585000,3,1.75,1790
4869,575000,2,1,1250
4871,818000,3,3.25,2200
4872,575000,3,1,1530
4873,1025000,3,2.75,2780
4874,390000,1,1,710
4876,562500,2,1,1170
4882,475000,3,2.25,1190
4885,533000,3,3,1280
4886,550000,2,1,980
4900,386180,2,1.5,960
4901,526000,3,2.5,1626
4902,530000,3,3.5,1550
4904,499000,4,2.5,1970
4905,910000,3,3.5,2480
4907,810000,4,2,2920
4909,246000,3,1.5,1630
4911,275000,3,1.75,1650
4916,5.00E+05,3,2.25,1440
4917,749950,4,2.5,2620
4920,722080,3,3.25,3680
4921,638250,4,2.5,2460
4930,467000,4,2.75,2170
4935,240000,3,1.75,1630
4936,140000,3,1,1090
4938,180000,3,1,1610
4940,135000,3,1,830
4950,385000,4,3,2253
4953,339000,3,2,1979
4956,510000,3,2,1680
4958,562500,3,2.5,2030
4959,485000,3,2.25,1570
4960,479000,3,1.75,1470
4961,485000,3,2.5,1680
4966,532000,3,2.5,1830
4969,860000,3,2,2090
4974,720000,3,1.75,1370
4986,810000,3,1.75,2060
4991,845000,3,1.75,1600
4992,622500,2,1.75,1510
4996,562000,2,2.25,1300
5004,465000,2,1.5,1120
5007,620000,3,2.5,1776
5012,435000,1,1,670
5014,671500,3,2.5,1770
5016,650000,2,2.5,1470
5017,670000,2,2,1500
5030,380000,3,1,1220
5032,550000,3,3.5,1450
5035,2205000,3,2.5,3430
5036,480000,4,2.25,2330
5037,450000,4,1.75,2190
5038,525000,4,2.5,2400
5039,624900,4,2.5,2270
5042,649950,3,2.5,2420
5045,726000,3,2.5,1890
5048,724950,4,2.5,2860
5049,860000,4,2.75,2720
5050,550000,3,2,1490
5055,541000,3,1.75,1630
5056,540000,3,1.75,1630
5057,580000,3,1.75,1850
5066,280000,3,2.25,1220
5072,729000,3,2.5,2480
5074,332000,2,1,1150
5075,220000,4,2,2340
5079,291850,3,1.5,1060
5083,269950,2,1.75,1340
5085,265000,3,1,1070
5093,510000,3,2.5,2730
5106,245000,3,1.5,1340
5107,220000,3,1.75,1460
5110,269000,3,2.25,1470
5112,380000,4,2.5,3120
5114,785000,3,2.75,2310
5116,1110000,4,2.75,3090
5120,353000,3,2,1678
5121,455000,4,2.5,2210
5123,525000,4,2.25,2620
5125,445000,2,1,930
5127,305000,3,1.5,1480
5128,246500,2,1,940
5130,450000,3,1,1350
5131,361550,3,1.75,1160
5135,978000,4,2.75,2890
5137,625000,4,2.75,2290
5139,925000,3,3.25,4110
5141,908950,4,2.75,3090
5142,928950,4,3.75,3280
5148,8.00E+05,4,2,2450
5154,755000,2,2.5,1360
5158,1980000,4,3.5,4500
5160,810000,3,2,1760
5164,895000,4,3,3570
5165,1050000,4,2.5,3250
5167,1898000,3,2.5,2830
5171,241400,3,2,1420
5173,269950,3,2.25,1510
5175,265000,3,1.75,1450
5176,259500,3,2.25,1490
5177,260250,3,1.75,1490
5182,287000,3,2.25,1370
5184,305000,3,2.25,1370
5185,295000,3,1.75,1520
5193,325000,3,1.5,2120
5196,425000,3,1.5,1120
5198,310000,2,2,1030
5199,372500,3,1.75,1680
5200,324950,2,1.5,1230
5201,680000,4,2.5,2440
5207,505000,2,1.75,1310
5209,855000,4,3,2550
5219,449000,4,2,1870
5228,390000,3,1,1190
5230,370000,2,1,1250
5233,595000,3,1.75,1910
5234,435000,6,2.5,2270
5237,367500,3,1,1270
5239,450000,3,2.25,1740
5240,301500,3,1,1410
5241,422500,3,1,1270
5243,234300,3,1,1140
5252,422500,3,2,1960
5261,550000,3,2.5,2250
5266,278000,3,2.25,2120
5268,468000,4,2.5,2150
5272,357500,5,3,3270
5274,289500,3,2.25,2120
5277,435000,3,2.5,3110
5281,415000,3,2.25,1640
5283,276000,2,1,720
5285,285000,4,1,1430
5287,283000,3,1.75,1830
5288,330000,2,1,1129
5290,369950,3,2,1520
5293,316500,3,1.75,1460
5299,320000,3,1,1060
5300,435010,3,1,1270
5307,260000,3,2.75,1730
5308,151000,2,0.75,720
5309,291700,3,2.5,1970
5312,357500,3,3,1730
5313,280000,3,2.5,1020
5315,90000,1,1,560
5316,360000,4,1,1460
5323,287500,3,2.25,2030
5328,269000,2,2,1540
5334,518000,4,3,2430
5336,462500,3,2.5,1656
5337,204750,2,1,880
5338,275000,2,1,2180
5340,277500,4,2,1700
5343,248000,5,1.75,2190
5347,422000,4,2.5,2930
5348,365070,4,2.5,2506
5355,199950,3,1.5,1370
5356,278000,3,1.5,1900
5357,170000,3,1.75,1370
5359,228800,4,2.5,1470
5361,440000,6,3,2510
5362,469000,4,2.5,2240
5365,374000,3,1.75,1510
5368,835000,2,3.25,3570
5376,1670000,5,3.5,4320
5377,1003000,5,2.5,3150
5378,1249000,5,3.25,3950
5382,522500,4,2.75,2200
5387,324500,2,1,1300
5392,522500,4,3,2370
5393,294000,3,1,1250
5394,620000,5,3.25,3160
5395,491500,3,2.25,1560
5399,960000,4,4.5,3720
5402,390000,3,1.75,1220
5403,375000,4,2,1790
5408,250000,1,0.75,940
5413,375000,3,2,1540
5414,279900,2,1.75,1360
5416,390000,3,1.75,1790
5424,317000,3,1.5,1390
5426,349950,2,1,1050
5427,299950,3,2.25,1370
5428,325000,3,1.5,1320
5429,455000,4,2.5,1770
5431,372000,3,2.5,1920
5436,490000,3,1.75,1770
5437,515000,4,2.5,1850
5438,289000,4,2.5,1961
5440,390000,4,2.5,2610
5442,707000,5,2.5,3050
5445,779000,5,2.25,2830
5446,625000,3,2.25,1920
5447,975000,5,2.5,3020
5450,710000,4,2.25,2000
5462,370000,4,2.5,2100
5481,499950,3,1.5,1350
5482,380000,4,1.75,1720
5486,920000,4,1.5,1850
5487,801501,4,2.25,2250
5489,451101,2,1.5,1510
5492,992000,3,2.25,2950
5496,350000,2,1,1070
5497,1080000,3,2.5,1990
5501,245000,4,1.5,1280
5504,254500,2,1,1150
5509,225000,3,1,1250
5513,1298890,5,2.25,2690
5518,245000,3,2.25,1530
5520,212000,3,1.5,1010
5524,403000,3,2.25,1840
5525,510000,3,2,1430
5526,595000,4,2.5,2330
5528,655000,4,3,2570
5530,684000,4,2.5,2500
5533,596500,4,2.25,1770
5536,7.00E+05,3,2.5,2850
5547,435000,3,1,950
5549,501000,3,1.75,1480
5557,335000,3,2,1210
5560,437000,4,1.75,1700
5561,551100,3,1,1430
5563,331500,4,1.75,1700
5569,390000,3,1,1200
5570,545000,3,2,1610
5574,650500,5,4.25,3920
5583,550000,4,2,2070
5586,380000,3,1.5,1430
5588,475000,4,1.5,1580
5590,423000,4,1.75,1730
5591,419900,3,1.5,1450
5592,499990,3,1.75,1630
5593,463000,3,1,1250
5595,585000,5,1.75,1880
5601,1015000,4,2.5,2960
5604,937500,3,1,1320
5605,367000,3,2.5,2828
5609,215000,3,1,1610
5610,344900,4,2.5,2150
5611,3.00E+05,3,1.75,1730
5614,204000,3,1.5,1460
5619,260000,3,1.75,1460
5621,186000,3,1,1200
5623,229950,3,1.75,1170
5627,295000,3,2.5,1940
5632,330000,4,2.5,2240
5638,785000,4,2.5,3440
5640,323000,4,2.75,2000
5642,295000,3,2.5,1690
5645,254000,3,2,1470
5647,350000,4,2.5,2140
5648,199000,3,2.5,1750
5652,425000,3,2.75,1360
5655,280000,3,1.75,1590
5657,312500,4,2.5,2160
5660,370950,3,2.5,2529
5661,285000,4,1.75,1870
5667,230000,2,1,800
5673,1050000,4,3.25,2930
5675,625700,3,2,2570
5679,315000,4,1,1300
5690,552775,3,2.5,1900
5695,3.00E+05,4,1.75,1890
5697,340000,3,1.75,1740
5698,556000,4,2.5,2240
5699,302000,2,1,1010
5702,530000,4,2.25,2180
5705,5.00E+05,4,2,1530
5710,550000,3,2,1810
5714,7.00E+05,4,2.25,2690
5715,390000,5,2,2400
5716,887250,5,3.5,4320
5719,518000,2,1.5,1140
5720,546000,4,3,1790
5721,5.00E+05,2,1,930
5725,640000,3,3.5,1740
5731,565000,3,1.75,2380
5733,2575000,5,3,4780
5736,615000,4,1,1330
5741,497000,3,2.5,1220
5746,230000,3,1,1250
5753,628000,3,2.25,1720
5754,546000,3,3,1530
5755,536000,3,1.75,1530
5765,980000,4,1.75,2260
5768,311600,3,2.25,1358
5775,450000,4,2.75,2980
5783,447000,3,1.75,1400
5786,760000,3,2,1810
5796,604000,3,2,1560
5798,280000,3,2.75,1740
5801,275000,3,2.75,1740
5802,275000,3,2.25,1420
5803,190000,3,2.25,1640
5806,284000,3,2.25,1580
5808,274950,3,2.25,1570
5809,280500,3,2.25,1620
5810,275000,3,1.75,1180
5811,292500,3,2.25,1390
5813,320000,4,2.25,1550
5814,365000,5,2.5,2260
5816,361500,4,2.5,1980
5823,379900,3,2.5,2190
5828,1563100,5,3.5,3630
5829,247000,3,2.5,1510
5834,410000,3,2.25,1420
5836,610000,4,2,2220
5840,495000,4,3.5,2490
5847,449999,4,1.75,2290
5849,219000,3,1,1250
5854,810000,4,2.75,2820
5859,859000,3,2.5,2920
5861,453000,2,1.5,1680
5865,319502,3,1.75,1610
5868,390000,2,1,1800
5869,420000,4,1.75,2480
5871,855000,4,3.5,4030
5873,597500,3,2,2150
5875,306000,2,1,930
5879,650000,3,2,2660
5887,487000,3,1.75,1430
5895,391000,4,2.25,2190
5898,594000,3,2.25,2080
5900,362000,1,1,890
5903,895900,4,3.5,3640
5904,775900,3,2.5,2700
5909,225900,3,1,1510
5912,296500,3,2.5,1770
5914,285000,4,3,1900
5916,254000,3,2.25,1660
5922,967000,4,3.25,1860
5932,230000,3,1.5,1900
5933,175000,3,1,1030
5935,365000,2,1,1390
5943,395000,5,2.5,2820
5945,802541,5,2.75,2990
5947,543000,3,1.5,1710
5948,620000,5,1,2230
5949,555000,3,3,2920
5951,2.00E+05,4,2,1920
5954,590000,3,1.75,2180
5955,130000,2,1,600
5956,460000,3,1.75,1210
5957,551000,3,1,1580
5960,451000,4,1.75,1260
5964,565000,3,1,910
5965,670000,5,2.25,2290
5973,321500,4,2.5,1930
5979,970000,4,2.75,4430
5984,1350000,4,3.5,4680
5986,480000,3,1,1040
5987,505000,2,1,810
5988,804000,4,2.5,2620
5993,1050000,4,4.25,3720
5994,390000,3,2.25,1650
5995,840000,3,3,3570
5997,334000,1,1,670
5999,522000,3,1,1230
6000,550000,3,1.75,1570
6001,460000,3,2.25,1530
6005,589000,3,1.75,920
6008,1313000,6,3,2980
6011,1500000,5,3.5,3520
6013,716000,3,2,1420
6014,595000,2,1,980
6020,645000,3,3.75,2050
6024,275000,3,1.75,1580
6025,197200,3,1,1140
6026,228500,3,1,1080
6027,530000,4,2.5,2950
6028,448000,4,2.5,2230
6029,352000,4,2.5,1252
6039,280000,4,2.25,2100
6041,605000,4,1.75,3280
6043,5.00E+05,3,1.75,1690
6044,229500,3,1,1780
6046,336750,4,2.25,1720
6052,915000,4,2.5,2910
6053,299000,3,2.5,1620
6054,152900,1,1,900
6055,240000,3,2,1553
6059,262000,1,0.75,520
